question;answer;date;category
Vår övervåning används inte under längre perioder under året. Finns det några sätt att spara uppvärmningsenergi? ;Ja du kan sänka värmen på övervåningen när den inte används. Tänk på att inte sänka temperaturen för mycket eftersom det kan orsaka långsammare torkning av ytor som ytterväggar efter regn och öka risken för mögel på grund av kondens. Risken för mögel är störst under fuktiga perioder, som hösten, och om byggnaden hålls kall regelbundet. Även enstaka rum som kyls ner kan drabbas om fuktig luft läcker in. För att undvika fukt och mögel bör inomhusluften inte ha högre luftfuktighet än cirka 70 % över tid. En inomhustemperatur på runt 15 °C rekommenderas som en säkerhetsåtgärd.;2024-03-25;Uppvärmning
Är det energieffektivt att sänka temperaturen till 10 grader och stänga dörrarna till sällan använda rum i en villa med luftvärmepump, eller leder det till högre förbrukning när rummen värms upp igen?; Att sänka temperaturen i sällan använda rum kan vara energieffektivt, men det är viktigt att inte sänka för mycket för att undvika risk för fuktskador. En inomhustemperatur på runt 15 °C rekommenderas som en säkerhetsåtgärd.;2024-03-25;Uppvärmning
Vår bergvärmepump har hög energianvändning jämfört med referensvärden. Vad kan det bero på? ;Det kan bero på flera faktorer, såsom en dåligt dimensionerad värmepump, bristfällig isolering i huset, fel på värmepumpen eller att systemet behöver justeras eller underhållas. ;2024-03-25;Uppvärmning
Finns det möjlighet att själva se om vår bergvärmeinstallation är underdimensionerad? ; Tecken på att en bergvärmeinstallation är underdimensionerad kan vara att systemet är i konstant drift utan att uppnå önskad inomhustemperatur eller att elanvändningen är högre än förväntat. ;2024-03-25;Uppvärmning
Vad är återbetalningstiden för bergvärme? ; Återbetalningstiden för bergvärme varierar beroende en rad olika faktorer men brukar ofta ligga på mellan 5 och 10 år.;2024-03-25;Uppvärmning
Hur kan jag mäta verkningsgraden på mitt bergvärmesystem? ;Verkningsgraden för ett värmepump, känd som Koefficient of Performance (COP) eller värmefaktorn, mäts genom att jämföra hur mycket värme värmepumpen ger i förhållande till elanvändningen. ;2024-03-25;Uppvärmning
Går det att minska sin värmeanvändning genom att byta ut sin bergvärmepump eller krävs det även att ett nytt hål borras? ;Att byta till en ny och mer effektiv bergvärmepump kan minska energianvändningen. Oftast behöver du inte borra ett nytt hål men om hushållet behöver mer energi än vad borrhålet är dimensionerat för kan man borra mer. ;2024-03-25;Uppvärmning
Finns det något allmänt råd när det är lämpligt att byta ut ventiler och termostater? ;Injustering av värmesystemet är en viktig åtgärd för att säkerställa att alla delar av en fastighet har lämplig temperatur och att förhindra onödiga energiförluster. Det bör göras efter att andra åtgärder som påverkar värmeanvändningen genomförts. Temperaturskillnader i en byggnad kan indikera behovet av injustering. Att höja värmekurvan för hela fastigheten är inte en effektiv lösning och kan leda till slöseri med värme. Regelbunden injustering, som kan göras ungefär vart 10-15 år, är en kostnadseffektiv metod för att minska uppvärmningskostnaderna med 3-30% och anses vara en del av det sedvanliga underhållet.;2024-03-25;Uppvärmning
Bör jag byta termostater på alla radiatorer så de är likadana? ;Det är lämpligt att byta ut alla samtliga termostater samtidigt. ;2024-03-25;Uppvärmning
Finns det risk att mitt vattenburna värmesystem fryser om det blir elbortfall under vintern? Hur ska jag säkra upp för det? ;Ja, det finns en risk för att systemet kan frysa om det blir elbortfall under vintern under en längre period. Om det är risk för minusgrader inomhus under strömavbrotten kan du tömma samtliga system som innehåller vatten. Du kan även se över möjligheterna till värmesystem som inte kräver el. ;2024-03-25;Uppvärmning
Är det ur ett energiperspektiv bättre att diska för hand än att köpa en ny diskmaskin? ;Moderna diskmaskiner är ofta mer energi- och vatteneffektiva än att diska för hand, speciellt om du använder eco-program och diskar fulla maskiner.;2024-03-25;Uppvärmning
Finns det några begräsningar beträffande vedeldning? ;Att elda med ved kräver teknik för att undvika giftiga rökgaser, sot och tjära. Dålig eldningsteknik kan leda till luftföroreningar och ökad brandrisk. För att elda på ett säkert och miljövänligt sätt bör man använda torr ved och se till att det finns god lufttillförsel. Naturvårdsverket erbjuder information om korrekt vedeldning. https://www.naturvardsverket.se/vagledning-och-stod/luft-och-klimat/vedeldning/elda-med-ved-i-kamin-spis-och-ugn/ Det är även viktigt att vara medveten om lokala restriktioner i din kommun och att din eldning inte stör grannar, särskilt i tätbebyggda områden. ;2024-03-25;Uppvärmning
Är det ur ett energi- och ekonomiskt perspektiv värt att byta ut gammal utrustning? ;Ja, det kan vara fördelaktigt att byta ut gammal och ineffektiva system särskilt om systemet har hög energianvändning eller återkommande driftstörningar.;2024-03-25;Uppvärmning
Vad är smarta radiatorer? ;Smarta radiatorer uppkopplade och kan styras via en app. Dessa radiatorer kan anpassa värmeleveransen efter dina behov . Du kan exempelvis ställa in temperaturen för varje rum, vilken tid på dygnet du önskar att slå på värmen och på så sätt spara energi. ;2024-03-25;Uppvärmning
Kan vi spara energi på smarta radiatorer? ;Ja, genom att använda smarta radiatorer kan du styra din energianvändning och spara energi. ;2024-03-25;Uppvärmning
Hur kan jag styra mitt värmesystem på ett smart sätt? ;Det finns olika sätt att styra ditt värmesystem. Två vanliga varianter är tidsstyrning där temperaturen varierar över tid t.ex. sänks nattetid eller smart styrning där temperaturen inomhus styrs efter elpris. ;2024-03-25;Uppvärmning
Kan vi byta till tim-pris och ha en timer som slår av de dyraste timmarna? Hur många timmar vågar vi ha värmen av? ;Att byta till timpris och använda en timer för att undvika de dyraste timmarna kan vara fördelaktigt. HUR MÅNGA TIMMAR? ;2024-03-25;Uppvärmning
Är det en bra idé att investera i en ackumulatortank som ska värmas upp under natten så att jag har låg elförbrukning under dagen?;Det kan vara en bra idé att investera i en ackumulatortank om du har ett elavtal med varierande priser över dygnet. Genom att värma upp tanken under billigare eltimmar och använda värmen under dyrare timmar kan du spara pengar.;2024-03-25;Uppvärmning
Kan jag spara energi genom att installera en kontrollenhet för att sänka temperaturen i golvslingorna under dagen och höja den på natten när elpriset är lägre, för att säkerställa att huset är varmt på morgonen?;Att installera en kontrollenhet som kan sänka temperaturen i golvslingorna under delar av dygnet kan vara energieffektivt.;2024-03-25;Uppvärmning
Är det ekonomiskt att endast köra varmvattenproduktion på natten? ;Det kan vara ekonomiskt om du har ett billigare elpris på natten, men det beror på ditt elavtal och ditt uppvärmningssystem.;2024-03-25;Uppvärmning
Finns det luftvärmepumpar som även tar bort fukt likt en luftavfuktare? ;Vissa luftvärmepumpar har inbyggda funktioner som kan reducera luftfuktighet, likt en luftavfuktare.;2024-03-25;Uppvärmning
Är det energieffektivt att sänka temperaturen till 10 grader och stänga dörrarna till sällan använda rum i en villa med luftvärmepump, eller leder det till högre förbrukning när rummen värms upp igen?; Att sänka temperaturen i sällan använda rum kan vara energieffektivt, men det är viktigt att inte sänka för mycket för att undvika risk för fuktskador.;2024-03-25;Uppvärmning
Ska jag justera ventilationen under vintern för att minska att kall luft kommer in i huset? ;Det är viktigt att bibehålla god ventilation även under vintern för att undvika fukt och dålig luftkvalitet, även om det innebär att kall luft tillförs.;2024-03-25;Ventilation
Hur kan jag åtgärda problemet med en fuktig källare? ;Se över dräneringen runt huset, använd en avfuktare, och kontrollera att inget vatten läcker in.;2024-03-25;Ventilation i trapphus
Kan ventilationen påverkas av att installera 3-glas fönster? ;Ja, tätare fönster kan minska naturlig ventilation, vilket kan kräva justeringar i ventilationssystemet.;2024-03-25;Ventilation i trapphus
Ska jag justera ventilationen under vintern för att minska att kall luft kommer in i huset? ;Det är viktigt att bibehålla god ventilation även under vintern för att undvika fukt och dålig luftkvalitet, även om det innebär att kall luft tillförs.;2024-03-25;Ventilation i trapphus
Hur energieffektiv är gammal utrustning t.ex. varmvattenberedare jämfört mer ny och är det lönsamt att byta ut sin gamla utrustning?;Ja, nyare modeller är ofta mer energieffektiva och kan minska energiförbrukningen, vilket kan göra det lönsamt i längden.;2024-03-25;Hushållsel och elabbonemang
Drar utrustning el även när de är på standby? ;Ja, många apparater drar en liten mängd el även när de är i standby. Stäng av den helt genom att stänga av på apparatens strömbrytare eller dra ur kontakten från vägguttaget.;2024-03-25;Hushållsel och elabbonemang
Innebär det en betydande energibesparing att installera rörelsestyrd trapphusbelysning? ;Ja, det innebär ofta en betydande energibesparing att installera rörelsestyrd trapphusbelysning.;2024-03-25;Hushållsel och elabbonemang
Hur mycket minskar energianvändningen om jag sänker värmen med 1 grad på min golvvärme (elslingor)?;Att sänka temperaturen på golvvärmen i ditt hem kan bidra till att minska elanvändningen eftersom värmesystemet inte behöver arbeta lika hårt för att upprätthålla temperaturen. Besparingen kan variera beroende på flera faktorer, som isoleringen i bostaden, yttertemperaturen, husets storlek och värmesystemets effektivitet. ;2024-03-25;Hushållsel och elabbonemang
Är det möjligt att låna en elmätare från er? ;Det beror på kommunens tjänster. Kontakta din kommun för att se om de erbjuder utlån av elmätare.;2024-03-25;Hushållsel och elabbonemang
Finns det en risk att min nyinstallerade elmätare mäter fel? ;Det är ovanligt, men om du misstänker felaktig mätning, finns en viss ordning som Allmänna reklamationsnämnden (ARN) rekommenderar att du ska följa för att kolla upp riktigheten https://www.energimarknadsbyran.se/el/konsumentratt/klagoguide/elmataren-visar-fel/;2024-03-25;Hushållsel och elabbonemang
Vilken utrustning krävs till min elmätare för att få ut data i realtid? ;Du kan behöva en smart elmätare och tillhörande app eller system för att övervaka energianvändningen i realtid.;2024-03-25;Hushållsel och elabbonemang
Är det möjligt att byta ut lamporna i mina adventsljusstakar till LED-lampor? ;Oftast ja, men kontrollera att de nya LED-lamporna är kompatibla med befintliga armaturer och drivdon.;2024-03-25;Belysning
Vilket isoleringsmaterial ska jag välja? ;Valet av isoleringsmaterial beror på flera faktorer som isolervärde, klimat- och miljöpåverkan, kvalité, lämplighet, pris m.m. Det finns flera isolermaterial att välja mellan (t.ex. glasull, stenull) med olika egenskaper och måste användas på rätt sätt för att fungera bra och för att undvika skador på huset. ;2024-03-25;Ytterväggar
Hur mycket ska jag tilläggsisolera? ;Det beror på den nuvarande isoleringstjockleken. Generellt brukar det vara kostnadseffektivt att tilläggsisolera om nuvarande isolering är mindre än 20 cm och därefter tilläggsisolera upp till ca 40-50 cm total isolertjocklek. ;2024-03-25;Vind och tak
Vi funderar på att tilläggsisolera vinden. Vad finns det för risker med det?;När man tilläggsisolerar kan vinden bli kallare, vilket ökar risken för att fuktig luft från rummen nedanför kondenserar och skapar fuktproblem på vinden. Denna risk är högre vid hög inomhusfuktighet och stora temperaturskillnader genom byggnadens skal. För att förhindra detta bör vinden ventileras väl, vara försett med en effektiv ångspärr, och man bör kontrollera tryckskillnader och inomhusfuktighet.;2024-03-25;Vind och tak
Vilket isoleringsmaterial ska jag välja? ;Valet av isoleringsmaterial beror på flera faktorer som isolervärde, klimat- och miljöpåverkan, kvalité, lämplighet, pris m.m. Det finns flera isolermaterial att välja mellan (t.ex. glasull, stenull) med olika egenskaper och måste användas på rätt sätt för att fungera bra och för att undvika skador på huset. ;2024-03-25;Vind och tak
Vilka är de vanligaste orsakerna till kalla golv?;Otillräcklig isolering under golvet, kalla luftströmmar från ventilationsöppningar eller trasiga tätningar runt golvet kan vara orsaker.;2024-03-25;Golv
Hur kan jag förbättra isoleringen under golvet?;Installera isoleringsmaterial under golvet eller använd mattor och täcken för att minimera kyla från marken.;2024-03-25;Golv
Vilket isoleringsmaterial ska jag välja? ;Valet av isoleringsmaterial beror på flera faktorer som isolervärde, klimat- och miljöpåverkan, kvalité, lämplighet, pris m.m. Det finns flera isolermaterial att välja mellan (t.ex. glasull, stenull) med olika egenskaper och måste användas på rätt sätt för att fungera bra och för att undvika skador på huset. ;2024-03-25;Golv
Är tilläggsisolering av grunden en kostnadseffektiv åtgärd för att minska uppvärmningskostnader?;Tilläggsisolering av grunden kan vara lönsamt om det görs i samband med andra åtgärder, såsom omdränering av husgrunden.;2024-03-25;Golv
Vad är typiskt U-värde för 2-glasfönster, 3-glasfönster och nya energifönster? ;Typiska U-värden är omkring 2,4-2,6 W/(m²K) för 2-glasfönster, runt 1,8-2,1 W/(m²K) för 3-glasfönster och runt 1 W/m för nya energifönster.;2024-03-25;Fönster
Vad innebär kallras? ;Kallras är när dåligt isolerande fönster kyler ned luften närmast fönsterglaset i rummet. Den kalla luften sjunker då mot golvet, eftersom kall luft är tyngre än varm luft, medan den uppvärma inomhusluften är lättare och därför stiger. Det här gör att golvytan kyls ned av den kalla luften. ;2024-03-25;Fönster
Hur mycket energi sparar nya fönster?;Den exakta besparingen varierar beroende på fönsternas befintliga skick och kvalité, men nya fönster kan leda till betydande energibesparingar. Till exemplet släpper ett nytt energieffektivt fönster  bara igenom en tredjedel av den värme som ett äldre tvåglasfönster gör.;2024-03-25;Fönster
Riskerar huset att bli för tätt med nya fönster? Behövs aktiv ventilation? ;Moderna fönster kan göra huset tätare, vilket är bra för energieffektiviteten, men det kan också kräva att man ser över behovet av ventilation för att säkerställa god inomhusluftkvalitet. Aktiv ventilation som mekanisk frånluftsventilation eller FTX-system (från- och tilluftsventilation med värmeåtervinning) kan vara nödvändigt i ett välisolerat hus.;2024-03-25;Fönster
Vilken är den lägsta temperaturen vi kan ställa in vår vattenberedare på för att spara energi? ;Den lägsta rekommenderade temperaturen är 60°C i varmvattenberedare och 50°C vid alla tappställen. Detta för att skydda mot legionellatillväxt.;2024-03-25;Tappvarmvatten
Blir vattnet i varmvattenberedaren ”otjänligt” om den stängs av och inte heller används under någon/några månader?;Ja, om varmvattenberedaren stängs av och inte används under flera månader finns det en risk för att legionellabakterier växer till på grund av för låg temperatur, särskilt om vattnet blir stillastående. För att vara säker rekommenderas att beredaren töms när den inte ska användas. När man sedan startar upp beredaren igen bör den ställas in på en extra hög temperatur i åtminstone ett dygn.;2024-03-25;Tappvarmvatten
Måste varmvattenberedaren stå på året runt även om vi inte befinner oss i huset? ;Att stänga av varmvattenberedaren ökar risken för tillväxt av legionellabakterier på grund av låg temperatur och stillastående vatten. För att minska risken bör beredaren tömmas vid längre avstängning och värmas upp till en hög temperatur i minst ett dygn vid återstart. Kortare avstängningar kan vara riskfyllda och inte nödvändigtvis energieffektiva eftersom uppvärmningsfasen drar mycket energi.;2024-03-25;Tappvarmvatten
Kan ni ge rekommendationer kring val av varmvattenberedare och installatör? ;Här följer några tips vad du kan tänka på när du ska köpa en ny varmvattenberedare: 1) En värmepumpsberedare använder mindre el än en klassisk varmvattenberedare, 2) Anpassa storlek efter varmvattenbehov. Generellt brukar en varmvattenberedare på 200 liter räcka för en familj på fyra till fem personer, 3) För att minska värmeförlusterna bör varmvattenberedare vara väl isolerad, 4) Vattenkvalitén där du bor avgör materialvalet för varmvattenberedaren 5) många varmvattenberedare går att få förbereda dör inkoppling till flera energikällor t.ex. solvärme. Här kan du hitta tips när du ska hitta och välja företag: https://www.energiradgivningen.se/hitta-och-valja-foretag/;2024-03-25;Tappvarmvatten
Vad är en bra temperaturinställning för uppvärmning?;Det rekommenderas att hålla temperaturen mellan 18-21 grader för optimal komfort.;2024-03-25;Inomhusluft
Vad kan jag göra om jag fortfarande har problem med kylan efter att ha vidtagit åtgärder?;Kontakta din hyresvärd eller fastighetsförvaltare för att rapportera problemet och be om professionell inspektion och åtgärd.;2024-03-25;Inomhusluft
Varför kommer det kall luft från min frånluftskanaler?;Det kan bero på att ventilationskanalerna är otäta eller att det finns drag genom ventilationsflödet.;2024-03-25;Inomhusluft
Vilken inomhustemperatur rekommenderas för att minimera kondens?;Håll en jämn inomhustemperatur och undvik stora temperaturskillnader mellan rum för att minska kondensrisken.;2024-03-25;Inomhusluft
Kan jag använda avfuktare för att förhindra kondens på fönstren?;Ja, avfuktare kan hjälpa till att minska fuktigheten i luften och därigenom minska kondensbildningen.;2024-03-25;Inomhusluft
"Hur ser den generella rekommendationen avseende torkmöjligheter i BRF ut? 
";I tvättstugan används mycket energi och det kan vara värt att se över tvätt- och torkutrustning eftersom det har skett en snabb teknikutveckling både avseende energi- och vattenanvändning. Idag finns det energisnåla torkskåp, torktumlare och avfuktare med värmepumpsteknik som använder mycket mindre energi jämfört med traditionella lösningar. Här kan du få energitips i tvättstugan. https://www.energiradgivningen.se/faktablad-och-broschyrer/;2024-03-25;Tvättstuga
Vilket är det mest energisnåla sättet att torka tvätt? ;Det mest energisnåla sättet att torka tvätt är ofta att hänga tvätten på tork i ett välventilerat utrymme där luften naturligt kan cirkulera och avlägsna fukten, som på en torkvinda utomhus under gynnsamma väderförhållanden. Om detta inte är möjligt, finns det idag energisnåla torkskåp och torktumlare med värmepumpsteknik som använder mindre energi jämfört med traditionella lösningar. Även avfuktare med värmepumpsteknik kan användas i torkrum. ;2024-03-25;Tvättstuga
Är det ekonomiskt att installera solceller? ;Installation av solceller kan vara ekonomiskt lönsamt på lång sikt. Återbetalningstiden beror på installationens kostnad, energipriser, solinstrålning och eventuella statliga stöd eller skattereduktioner. Efter initiala investeringen kan solceller minska eller till och med eliminera elräkningar och potentiellt generera inkomst genom försäljning av överskottsel.;2024-03-25;Solcell
Är det miljömässigt motiverat att installera solceller? ;Den största miljöpåverkan sett till solcellers livscykel uppstår vid själva tillverkningen. Energiåterbetlaningstid, d.v.s. den tid det tar för anläggningen att producera lika mycket energi som det går att  tillverka, transportera och driva den, är i en svensk kontext ca två till tre år. Det kan jämföras med solcellens beräknade livslängd som är ca 25-30 år. Miljömässiga fördelar med solceller är att de producerar förnybar energi och bidrar till minskade utsläpp av växthusgaser genom att ersätta energi från fossila bränslen, det är dessutom tysta och stör inte omgivningen. Produktionen och användningen är nära varandra vilket minskar överföringsförluster i elnäten och de tar inte någon ytterligare mark i anspråk om de placeras på hustak. ;2024-03-25;Solcell
Vad är återbetalningstiden för solceller?;Återbetalningstiden varierar beroende på flera faktorer såsom installationens storlek, kostnaden, solinstrålning och elpriser. Genomsnittligt kan återbetalningstiden i Sverige ligga mellan ca 10 och 15 år.;2024-03-25;Solcell
Är det lönsamt att installera batteri till min solcellsanläggning?;Batterilager är en stor investering så det är bra att ta fram en kalkyl och utifrån den avgör om det är värt en investering. ;2024-03-25;Solcell
"Om vi skaffar solceller, bör vi även skaffa batteri?
";Det är ingen nödvändighet att installera ett batteri till din solcellsanläggning men det kommer med en rad nyttor. Exempelvis kan du lagra den överskottsel som sin solcellsanläggning producerar och använda elen när inte solen lyser. Det gör att du generellt kan få mer användning av din egen producerade solel och bli mer självförsörjande. Batterier kan även användas för att kapa effekttoppar och på så sätt kan du sänka huvudsäkringen. ;2024-03-25;Solcell
Kostar det pengar att sälja överproduktion från min solcellsanläggning till elnätet? ;Ja, som mikroproducent behöver du betala en nätavgift när du säljer din solel. Avgiften får tas ut av elnätsleverantören. ;2024-03-25;Solcell
Hur ska jag placera mina solceller? ;Solceller ska placeras där de får maximalt med solljus, oftast på tak som är orienterade från sydost till sydväst. Lutningen bör vara mellan 15° till 60° från horisontalläget. För maximal nytta är det även viktigt att undvika skuggning från exempelvis träd eller andra byggnader. ;2024-03-25;Solcell
Är det möjligt att installera solceller på marken?;Ja, det är möjligt att installera solceller på marken, förutsatt att man har tillräckligt med utrymme och att det inte strider mot några lokala förordningar eller planbestämmelser. Kontakta din kommuns byggnadsnämnd för att kontrollera om bygglov krävs eller inte. ;2024-03-25;Solcell
Vilka riktlinjer finns gällande placering av solceller på fasad? ;Ja, det är möjligt att installera solceller på fasaden men det är inte lika effektivt som att installera solceller på taket. ;2024-03-25;Solcell
Jag vill installera solceller, hur går jag tillväga?;Energimyndigheten har tagit fram en solelportal där du som privatperson, förening eller företag kan få hjälp med din solelsinstallation. Du guidas steg för steg genom processen från idé till färdig  anläggning https://www.energimyndigheten.se/fornybart/solelportalen/. ;2024-03-25;Solcell
Finns det krav på det tak där vi planerar att installera solceller? ;Taket måste ha tillräcklig hållfastighet för att klara den extra vikt som solcellerna innebär. Det är sällan ett problem då taken ofta är dimensionerade för att kunna bära mer vikt än vad solcellerna innebär. Det är dock viktigt att säkerställa innan montering. Om du är osäker kontakta en fackman, konstruktör eller snickare för att säkerställa hållfastheten. Solcellernas livslängd är vanligen mellan 25-30 år och för att slippa montera ner solcellerna är det bra om taket håller lika länge. Om du planerar att lägga om taket är den en bra idé att samtidigt montera solceller. Det finns dessutom solceller som kan ersätta takplattor. Utöver takets skick spelar takets riktning, lutning, solstrålning och skuggning roll. Läs mer på energimyndighetens Solelportal https://www.energimyndigheten.se/fornybart/solelportalen/;2024-03-25;Solcell
Är det möjligt att installera solceller på sin balkong? ;Ja, det är möjligt att installera solceller på sin balkong. ;2024-03-25;Solcell
Krävs det bygglov/bygganmälan för att installera solceller? ;Solenergianläggningar kräver i vissa fall bygglov. Den 1:a augusti 2018 infördes undantagskriterier för krav på bygglov vilket underlättat installationsprocessen. För att uppfylla dessa krav måste anläggningen bland annat följa byggnadens form och den får inte monteras på byggnader som anses särskilt värdefulla eller ligga inom eller i anslutning till områden som är av riksintresse för försvaret. Läs mer om reglerna på Boverkets hemsida eller kontakta din kommunala bygglovsavdelning.;2024-03-25;Solcell
Varför kan kommunen hindra vårt område att installera solceller?;Ett byggnadsverk eller ett bebyggelseområde som är särskilt värdefullt från historisk, kulturhistorisk, miljömässig eller konstnärlig synpunkt kan begränsa installationen av solceller.;2024-03-25;Solcell
Jag vill installera solceller men min bostad är kulturmiljöskyddat, vad finns det för riktlinjer? ;Kontakta din kommuns byggnadsnämnd för specifika riktlinjer. Ofta finns det strängare regler som kan begränsa installationen eller kräva speciell design för att bevara byggnadens estetiska och historiska värde.;2024-03-25;Solcell
Finns det restriktioner när det kommer till att installera solceller i närheten av en flygplats? ;Det kan finnas restriktioner som rör reflektion och hinder för flygtrafiken. Kontakta din kommuns byggnadsnämnd för specifik information.;2024-03-25;Solcell
Varför finns inte min adress med på solkartan? ;En del byggnader kan sakna information om solinstrålning. Det kan vara så att lutning och solexponering av taket inte har kunnat fastställas på grund av bristande höjdinformation. I vissa fall har takets material bidragit till att laserstrålarna absorberats istället för reflekterats, vilket medfört att väldigt lite eller ingen höjddata kunnat fångas. Det kan också vara så att byggnaden har byggts efter att laserskanningen utförts. Den här typen av data uppdateras sällan, den senaste höjddatan för de flesta kommuner är från 2015. ;2024-03-25;Solcell
Tar solkartan hänsyn till taklutning eller räknar den på plat tak? ;Ja solkartan tar hänsyn till lutningen på ditt tak. Däremot tar inte Solkartan hänsyn till skuggningseffekter från träd och annan vegetation, utan endast skuggning från andra byggnader och föremål på byggnader såsom skorstenar.;2024-03-25;Solcell
Vi funderar på att installera solceller men vet inte om vi har tillräckligt med sol, hur går vi vidare? ;Använd Solkartan för att undersöka om hur mycket solenergi som når ditt tag och gör en bedömning om det är lämpligt att installera solceller. Solkartan hittar du här https://www.energiradgivningen.se/solkartan/ ;2024-03-25;Solcell
Hur kan jag räkna på hur mycket sol vi får på taket? ;Initialt kan du använda Solkartan för att undersöka potentialen för solvärme och om det är värt att undersöka solenergi närmare. Om potentialen finns är det en god idé att kolla in Solportalen som Energimyndigheten har tagit fram där du som privatperson, förening eller företag kan få hjälp med din solelsinstallation. Du guidas steg för steg genom processen från idé till färdig anläggning. https://www.energimyndigheten.se/fornybart/solelportalen/;2024-03-25;Solcell
Vad är skillnaden mellan integrerade och utanpåliggande solceller? ;Integrerade solceller är infällda i tak- eller fasadmaterial och utgör en del av byggnadens ytskikt, medan utanpåliggande solceller monteras ovanpå befintliga tak och är mer synliga.;2024-03-25;Solcell
Är det möjligt att installera solceller till min gamla elpanna? ;Solceller producerar elektricitet och kan inte direkt anslutas till en elpanna, men elen de genererar kan användas för att driva en elpanna eller annan eldriven uppvärmningsanordning.;2024-03-25;Solcell
Är det möjligt att koppla solceller till min varmvattenberedare? ;Ja, det är möjligt att använda solcellsgenererad elektricitet för att driva en eldriven varmvattenberedare.;2024-03-25;Solcell
Hur lång livslängd har solpaneler? Skiljer det sig mellan olika typer? ;De flesta solpaneler har en förväntad livslängd på 25-30 år. Livslängden kan variera beroende på typ och kvalitet.;2024-03-25;Solcell
Finns det mer estetiskt tilltalande solcellslösningar? ;Ja, idag erbjuder marknaden olika estetiskt tilltalande lösningar som solcellstakpannor eller integrerade solceller som blir en integrerad del av taket och är mindre synliga.;2024-03-25;Solcell
Vilken storlek bör växelriktaren ha? ;Växelriktaren dimensioneras efter solcellsanläggningens effekt. Ofta underdimensioneras den med ca 10-20% mindre än systemets topp effekt. ;2024-03-25;Solcell
Är det möjligt att sälja sin överskottsel? ;Ja, om du producerar med el än vad du använder kan du sälja din överskottsel till elnätet. Du blir en så kallad mikroproducent. För att sälja din överskottsel behöver din anläggning vara nätansluten. Du behöver även meddela ditt elnätsföretag så du får ett så kallat inmatningsabonnemang. därefter behöver du teckna ett avtal med ett elhandelsföretag som kan ta emot din överskottsel. Kolla efter elhandelsföretag som erbjuder bra avtal. Många köper överskottsel till spotpris minus avdrag och det finns elhandelsföretag med specialerbjudande t.ex. som erbjuder högre ersättning under avtalets första år.  ;2024-03-25;Solcell
Får jag ersättning för att sälja min överskottsel?;Ja, du kan få ersättning på flera olika sätt genom att sälja sin överskotts el. Först och främst får du ersättning för den el du säljer till elnätsföretaget. Ersättningen beror på avtalet med ditt elhandelsföretag. Du kan också få skattereduktion, ersättning för inmatning av el på nätet och ersättning för ursprungsgarantier. Skattereduktionen  ligger på 60 öre per kWh för all el som matas in på elnätet. Du kan högst få reduktion för 30 000 kWh och 18 000 kr per år och anslutningspunkt. Ersättnings för inmatning på elnätet, som även kallas nätnytta, är elnätsföretaget skyldig att betala ut för den solcellsel som  solcellsägare matar in på elnätet. Det beror bland annat på att man bidrar till minskade energiförluster genom att elen produceras nära förbrukningen. Ersättningen varierar mellan elnätsbolag och, ibland, geografisk placering. Som elproducent kan du få ursprungsgarantier för varje producerad MWh. För att få en intäkt från dina ursprungsgarantier måste du sälja dom. Priset på ursprungsgarantier varierar och bestäms mellan köpare och säljare vid respektive affär. Läs mer om vilka intäkter du kan få för din överskottsel här https://www.energimyndigheten.se/fornybart/solelportalen/vilka-stod-och-intakter-kan-jag-fa/fordjupning-om-lopande-intakter/;2024-03-25;Solcell
Finns det någon samlad information kring vilka regelverk som styr en försäljning av el från sol/batteri ut på nätet?;Energimyndighetens Solelportal;2024-03-25;Solcell
Har hört talas om något som heter optimerare, vad är det och varför är det bra att ha?;Optimerare används för att maximera effektiviteten för varje solpanel individuellt och är lämpligt att installera om solpanelerna  är skymda av skygga eller om panelerna är orienterade i flera riktningar. Det säkerställer att solcellsanläggningen alltid producerar maximalt effekt. ;2024-03-25;Solcell
Taket får en del skugga på olika delar av taket, under olika delar av dagen pga träd, men ligger i övrigt i bra riktning. Är det något särskilt man ska tänka på när det gäller detta när man begär en offert? ;När man begär en offert bör man nämna eventuell skuggning eftersom det kan påverka systemets utformning och valet av komponenter som optimerare;2024-03-25;Solcell
Har ni en lista på solcellsleverantörer? ;Här har vi sammanställt tips på hur du kan hitta företag och vad du ska tänka på innan du anlitar någon https://www.energiradgivningen.se/hitta-och-valja-foretag/.;2024-03-25;Solcell
Kan jag kontakta er för rådgivning gällande solceller? ;Ja, kontakta din kommuns energi- & klimatrådgivare om du behöver opartisk råd eller information om din solcellsinstallation. ;2024-03-25;Solcell
Vad är skillnaden på solfångare och solcell? ;Solfångare använder solens strålar för att producera varmvatten medans solceller producerar el. ;2024-03-25;Solfångare
Går det att värma vattnet i min varmvattenberedare med solvärme? ;Ja, det finns varmvattenberedare som är förberedda för solvärme. ;2024-03-25;Solfångare
Kan jag använda solfångare för att värma upp mitt hus? ;Ja, Solfångare kan användas för att värma upp tappvarmvatten eller för att bidra till uppvärmningen av ett hus. Det är viktigt att de kan integreras med befintliga värmesystem. Ofta kombineras solvärme med annat vattenburet värmesystem t.ex. biobränslebaserade värmepannor. Solvärmen tar hand om varmvatten under sommaren, medan det andra systemet används för värme under vintern. Uppvärmningssystemet kopplas till en ackumulatortank som blir central den av värmesystemet. Solvärme kan även komplettera eluppvärmda hus, men då endast för uppvärmning av tappvarmvatten.;2024-03-25;Solfångare
